5068;"USDN";100;0.90291985;9881990.5076643;9881990.5076643;0;0;-0.327845;-0.850003;-1.947413;0.58324346;1.39278001;-0.11599159;0.038;0.01478815;2022-03-23;"2022-03-23-23:26:01"
1808;"OMG";101;4.70638657;410755599.447875;410755599.447875;0;0;-0.188688;6.14804;22.997746;35.36780455;23.12434368;-24.75731097;0.0376;0.62231071;2022-03-23;"2022-03-23-23:26:01"
8857;"ANC";102;2.36748259;26809388.6693723;26809388.6693723;0;0;0.283311;-1.320676;-18.492634;6.64702205;64.102333;-30.74129947;0.0359;0.04243743;2022-03-23;"2022-03-23-23:26:01"
8104;"1INCH";103;1.45827535;88817549.4704664;88817549.4704664;0;0;0.420291;2.332573;4.522577;15.64153738;0.17926808;-42.31983552;0.0343;0.14719532;2022-03-23;"2022-03-23-23:26:01"
2634;"XDC";104;0.04900676;5636582.07321117;5636582.07321117;0;0;0.018439;1.333055;1.907173;-0.52843872;-11.02365579;-36.58404429;0.0343;0.00934712;2022-03-23;"2022-03-23-23:26:01"
2577;"RVN";105;0.05656924;72071703.2178908;72071703.2178908;0;0;-0.350202;7.436425;17.49687;19.25305309;1.878322;-34.60313799;0.0337;0.12164698;2022-03-23;"2022-03-23-23:26:01"
1727;"BNT";106;2.24887548;68294898.7424985;68294898.7424985;0;0;0.104516;-0.388621;6.168469;12.24023434;7.37816038;-30.21231007;0.0332;0.11689806;2022-03-23;"2022-03-23-23:26:01"
5690;"RNDR";107;2.52183094;21433349.7825178;21433349.7825178;0;0;-0.269434;-2.855521;9.418203;14.94511302;30.86984412;-55.27111068;0.0332;0.03670466;2022-03-23;"2022-03-23-23:26:01"
4846;"KAVA";108;3.509349;54560266.701165;54560266.701165;0;0;-0.233272;3.438526;20.090033;30.06505338;19.1104809;-1.06116301;0.0327;0.0948383;2022-03-23;"2022-03-23-23:26:01"
5777;"RENBTC";109;38547.67976529;6398458.95900963;6398458.95900963;0;0;0.06446;-0.663565;1.264426;13.29292722;20.36405202;-16.24763533;0.0324;0.01122577;2022-03-23;"2022-03-23-23:26:01"
7455;"AUDIO";110;0.92262172;56908630.1930991;56908630.1930991;0;0;0.756553;-0.239004;35.507309;21.54860913;15.35415707;-41.08846054;0.0323;0.10036622;2022-03-23;"2022-03-23-23:26:01"
3783;"ANKR";111;0.06903645;30754103.4923214;30754103.4923214;0;0;0.223019;-0.551461;2.729031;22.90882365;23.06890069;-33.32471511;0.0321;0.0545733;2022-03-23;"2022-03-23-23:26:01"
4705;"PAXG";112;1768.65942767;28159806.7535934;28159806.7535934;0;0;-0.202271;0.645591;-0.989686;-0.3088397;5.72580146;7.08678907;0.032;0.05011944;2022-03-23;"2022-03-23-23:26:01"
2099;"ICX";113;0.75502378;63950757.7936326;63950757.7936326;0;0;0.863877;5.256891;8.427392;32.96407723;22.97627849;-44.80519242;0.0319;0.11401073;2022-03-23;"2022-03-23-23:26:01"
